Dataset,Component_Order,Task_Order,Time_ms,Queue_Pushes,Queue_Pops,InDegree_Updates
tasks_small_1,"[4, 5, 3, 2, 1, 0]","[0, 1, 2, 3, 4, 5]",0.008208,6,6,8
