Dataset,Component_Order,Task_Order,Time_ms,Queue_Pushes,Queue_Pops,InDegree_Updates
tasks_medium_2,"[4, 1, 3, 0, 2]","[0, 1, 2, 3, 4, 5, 7, 8, 10, 13, 14, 9, 12, 6, 11]",0.007125,5,5,6
