Dataset,SCC_Index,SCC_Size,Vertices,Time_ms,DFS_Visits,Edges_Explored,Stack_Pops
tasks_small_2,0,1,[1],0.103,8,12,8
tasks_small_2,1,1,[5],,,,
tasks_small_2,2,1,[7],,,,
tasks_small_2,3,1,[3],,,,
tasks_small_2,4,1,[4],,,,
tasks_small_2,5,1,[6],,,,
tasks_small_2,6,1,[2],,,,
tasks_small_2,7,1,[0],,,,
