Dataset,SCC_Index,SCC_Size,Vertices,Time_ms,DFS_Visits,Edges_Explored,Stack_Pops
tasks_small_3,0,1,[9],0.026834,10,25,10
tasks_small_3,1,1,[8],,,,
tasks_small_3,2,1,[7],,,,
tasks_small_3,3,1,[6],,,,
tasks_small_3,4,1,[5],,,,
tasks_small_3,5,1,[4],,,,
tasks_small_3,6,1,[3],,,,
tasks_small_3,7,1,[0],,,,
tasks_small_3,8,1,[1],,,,
tasks_small_3,9,1,[2],,,,
