Dataset,Component_Order,Task_Order,Time_ms,Queue_Pushes,Queue_Pops,InDegree_Updates
tasks_medium_1,"[6, 2, 4, 5, 1, 3, 0]","[0, 11, 7, 3, 1, 2, 5, 6, 8, 10, 4, 9]",0.016375,7,7,9
