Dataset,Component_Order,Task_Order,Time_ms,Queue_Pushes,Queue_Pops,InDegree_Updates
tasks_large_3,"[25, 26, 31, 36, 41, 43, 44, 45, 46, 47, 48, 49, 13, 17, 35, 24, 40, 42, 33, 34, 23, 16, 39, 32, 30, 14, 38, 19, 22, 29, 37, 12, 20, 21, 28, 18, 10, 11, 27, 15, 6, 9, 8, 7, 5, 3, 4, 2, 1, 0]","[0, 1, 2, 3, 4, 5, 8, 9, 11, 13, 21, 26, 14, 7, 10, 16, 6, 12, 15, 20, 17, 24, 18, 27, 22, 23, 19, 32, 35, 28, 25, 29, 40, 37, 30, 31, 33, 36, 34, 39, 44, 38, 41, 43, 42, 46, 45, 47, 48, 49]",0.1105,50,50,150
