Dataset,Component_Order,Task_Order,Time_ms,Queue_Pushes,Queue_Pops,InDegree_Updates
tasks_large_2,"[4, 1, 2, 0, 3]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25, 26, 27, 28, 29, 30, 31, 32, 34, 23, 24, 33, 10]",0.01625,5,5,4
