Dataset,Component_Order,Task_Order,Time_ms,Queue_Pushes,Queue_Pops,InDegree_Updates
tasks_small_2,"[7, 4, 5, 6, 3, 2, 1, 0]","[0, 4, 6, 2, 3, 7, 5, 1]",0.010375,8,8,12
